"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,98,2,0,99,94,5,1,96,84,12,4,94,81,15,4,92,3,485,144,30,01/01/2024,12/31/2024
14C0001037,MIDWEST EYE CENTER,1700 EAST WEST RD,CALUMET CITY,IL,60409,,(708) 891-3330,95,4,1,97,90,8,2,94,80,15,5,92,76,18,6,89,"3,6",406,97,24,01/01/2024,12/31/2024
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,96,3,1,98,92,7,1,95,83,13,4,93,80,18,2,92,,793,261,33,01/01/2024,12/31/2024
14C0001053,THE CENTER FOR ORTHOPEDIC MEDICINE LLC,2502 STE. B. EAST EMPIRE ST.,BLOOMINGTON,IL,61704,,(309) 662-6120,100,0,0,100,97,3,0,98,97,3,0,98,96,4,0,99,"3,10",138,37,27,01/01/2024,12/31/2024
14C0001056,QUAD CITY AMBULATORY SURGERY CENTER LLC,"520 VALLEY VIEW DR, SUITE 300",MOLINE,IL,61265,,(309) 762-1952,98,2,0,99,90,9,1,95,87,11,2,95,82,16,2,93,3,433,153,35,01/01/2024,12/31/2024
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,97,3,0,99,88,9,3,92,90,8,2,95,87,10,3,94,,1811,382,21,01/01/2024,12/31/2024
14C0001069,ROCKFORD AMBULATORY SURGERY CENTER,1016 FEATHERSTONE RD.,ROCKFORD,IL,61107,,(815) 226-3300,98,2,0,99,93,5,2,96,89,10,1,96,89,10,1,96,3,399,136,34,01/01/2024,12/31/2024
14C0001071,RSC ILLINOIS LLC DBA REGIONAL SURGICENTER,545 VALLEY VIEW DR,MOLINE,IL,61265,,(309) 277-1185,96,4,0,98,94,5,1,96,86,12,2,94,86,14,0,95,3,623,193,31,01/01/2024,12/31/2024
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,99,1,0,99,96,3,1,98,98,1,1,97,94,5,1,98,3,585,238,41,01/01/2024,12/31/2024
14C0001075,NORTH SHORE ENDOSCOPY CENTER,101 WAUKEGAN RD,LAKE BLUFF,IL,60044,,(847) 604-8700,98,2,0,99,92,6,2,95,93,6,1,96,94,5,1,97,3,497,170,34,01/01/2024,12/31/2024
14C0001076,CARLE SURGICENTER,1702 SOUTH MATTIS AVE SUITE 120,CHAMPAIGN,IL,61821,,(217) 326-8513,98,1,1,99,93,6,1,96,89,10,1,95,85,13,2,94,,1702,414,24,01/01/2024,12/31/2024
14C0001079,BLOOMINGTON EYE INSTITUTE LLC,1008 N. CENTER ST.,BLOOMINGTON,IL,61701,,(309) 827-2020,98,2,0,99,91,8,1,95,92,6,2,96,89,10,1,96,,653,287,44,01/01/2024,12/31/2024
14C0001083,ORTHOPAEDIC SURGERY CENTER OF ILLINOIS LLC,3136 OLD JACKSONVILLE RD.,SPRINGFIELD,IL,62704,,(217) 547-9132,98,2,0,99,95,5,0,97,93,5,2,96,91,7,2,96,,1529,485,32,01/01/2024,12/31/2024
14C0001088,CENTER FOR HEALTH AMBULATORY SURGERY CENTER LLC,8800 STATE RD 91,PEORIA,IL,61615,,(309) 683-4807,98,2,0,99,92,6,2,95,89,9,2,96,87,11,2,95,,2133,501,23,01/01/2024,12/31/2024
14C0001089,KENDALL POINTE SURGERY CENTER LLC,100 WEST FIFTH ST,OSWEGO,IL,60543,,(630) 449-0085,98,2,0,99,92,6,2,95,85,15,0,96,86,12,2,94,"3,6",138,70,51,01/01/2024,12/31/2024
14C0001093,SALT CREEK SURGERY CENTER,530 NORTH CASS AVE,WESTMONT,IL,60559,,(630) 968-1800,97,1,2,97,91,9,0,95,96,4,0,96,81,12,7,90,"3,10",103,29,28,01/01/2024,12/31/2024
14C0001096,ALGONQUIN ROAD SURGERY CENTER LLC,2550 W. ALGONQUIN RD.,LAKE IN THE HILLS,IL,60156,,(847) 458-1246,98,2,0,99,94,5,1,96,88,9,3,95,84,11,5,92,3,451,161,36,01/01/2024,12/31/2024
14C0001109,CENTER FOR DIGESTIVE HEALTH,1615 NORTH CONVENT ST SUITE 2,BOURBONNAIS,IL,60914,,(815) 936-1700,99,1,0,99,94,5,1,97,92,8,0,97,91,8,1,96,3,541,112,21,01/01/2024,12/31/2024
14C0001110,ROCKFORD ORTHOPEDIC SURGERY CENTER,346 ROXBURY RD,ROCKFORD,IL,61107,,(815) 381-7399,98,2,0,99,95,5,0,97,99,1,0,98,93,5,2,97,"3,6",239,72,30,01/01/2024,12/31/2024
14C0001112,GLEN ENDOSCOPY CENTER LLC,2551 COMPASS RD. STE. 115,GLENVIEW,IL,60026,,(847) 656-2400,98,2,0,99,94,5,1,97,94,6,0,97,92,6,2,96,3,544,193,35,01/01/2024,12/31/2024
14C0001118,MIDLAND SURGICAL CENTER LLC,2120 MIDLANDS CT,SYCAMORE,IL,60178,,(815) 748-0393,99,1,0,99,93,6,1,96,97,2,1,98,93,6,1,97,,743,236,32,01/01/2024,12/31/2024
14C0001124,ORTHOPAEDIC CARE AND SPECIALISTS AT NORTHWESTERN MEDICAL REGIONAL MEDICAL GROUP,27650 FERRY RD,WARRENVILLE,IL,60555,,(630) 225-2663,99,1,0,99,97,3,0,98,93,6,1,97,92,8,0,97,,1311,375,29,01/01/2024,12/31/2024
14C0001128,RAVINE WAY SURGERY CENTER LLC,"2350 RAVINE WAY, STE. 500",GLENVIEW,IL,60025,,(847) 832-1533,98,2,0,99,94,4,2,96,96,4,0,96,90,10,0,97,"3,6",156,52,33,01/01/2024,12/31/2024
14C0001130,GAILEY EYE SURGERY-DECATUR,646 WEST PERSHING RD,DECATUR,IL,62526,,(217) 875-2600,97,3,0,98,87,10,3,92,87,11,2,94,88,10,2,95,3,364,134,37,01/01/2024,12/31/2024
14C0001131,ILLINOIS SPORTS MEDICINE AND ORTHOPEDIC SURGERY CENTER,9000 WAUKEGAN RD UNIT 120,MORTON GROVE,IL,60053,,(847) 213-5456,95,3,2,97,89,7,4,93,87,8,5,91,88,9,3,94,"3,10",125,36,29,01/01/2024,12/31/2024
14C0001133,DUPAGE EYE SURGERY CENTER LLC,2015 N MAIN ST,WHEATON,IL,60187,,(630) 665-3690,94,5,1,97,89,10,1,94,88,7,5,93,85,13,2,95,"3,6",201,70,35,01/01/2024,12/31/2024
14C0001139,PLAINFIELD SURGERY CENTER LLC,24600 WEST 127TH ST BUILDING C,PLAINFIELD,IL,60585,,(815) 436-0911,96,3,1,97,92,5,3,94,79,18,3,94,75,21,4,90,"3,10",91,28,31,01/01/2024,12/31/2024
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,,,,,,,,,,,,,,,,,1,,,,,
14C0001158,OAK LAWN ENDOSCOPY,9921 SOUTHWEST HWY,OAKLAWN,IL,60453,,(708) 425-2552,97,3,0,99,92,6,2,95,88,12,0,96,89,9,2,95,3,614,203,33,01/01/2024,12/31/2024
14C0001165,HAUSER ROSS AMBULATORY SURGICAL CENTER,2515 KLEIN RD,SYCAMORE,IL,60178,,(815) 756-8574,96,3,1,98,91,7,2,94,88,8,4,93,85,12,3,94,3,519,171,33,01/01/2024,12/31/2024
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,98,1,1,99,94,5,1,96,90,8,2,96,91,7,2,96,,841,303,36,01/01/2024,12/31/2024
14C0001178,PALOS HEALTH SURGERY CENTER,15300 WEST AVE SUITE 260,ORLAND PARK,IL,60462,,(708) 981-3664,99,1,0,99,96,3,1,98,93,7,0,97,88,10,2,95,,842,254,30,01/01/2024,12/31/2024
14C0001190,OAK ASC LLC DBA OAK SURGERY CENTER,6712 NORTH CONVENT STREET,BOURBONNAIS,IL,60914,,(815) 928-8050,97,3,0,98,97,0,3,97,96,4,0,98,86,10,4,93,"3,10",100,30,30,01/01/2024,12/31/2024
14C0001195,ORTHOILLINOIS SURGERY CENTER ELGIN LLC,2440 ALFT LANE,ELGIN,IL,60124,,(779) 800-2550,98,1,1,99,95,4,1,97,95,4,1,97,94,5,1,97,3,293,122,42,01/01/2024,12/31/2024
15C0001011,SURGICAL CARE CENTER INC,8103 CLEARVISTA PKWY,INDIANAPOLIS,IN,46256,,(317) 842-5173,96,4,0,98,90,8,2,94,89,6,5,94,84,14,2,94,3,1081,225,21,01/01/2024,12/31/2024
15C0001017,MUNCIE EYE SPECIALITSTS SURGERY CENTER,200 N. TILLOTSON AVE,MUNCIE,IN,47304,,(765) 286-8888,98,2,0,99,90,8,2,94,85,12,3,94,87,10,3,95,3,471,128,27,01/01/2024,12/31/2024
15C0001026,PARKVIEW ORTHO CENTER LLC,11420 PARKVIEW CIR,FORT WAYNE,IN,46845,,(260) 408-2612,98,2,0,99,93,6,1,96,92,8,0,97,91,9,0,97,,1792,361,20,01/01/2024,12/31/2024
15C0001027,SURGERY CENTER OF EYE SPECIALISTS OF INDIANA,1901 NORTH MERIDIAN ST,INDIANAPOLIS,IN,46123,,(317) 925-2200,97,3,0,98,90,8,2,94,86,12,2,95,87,10,3,94,3,555,202,36,01/01/2024,12/31/2024
15C0001037,SOUTHERN INDIANA SURGERY CENTER,2800 REX GROSSMAN BLVD,BLOOMINGTON,IN,47403,,(812) 333-8969,98,2,0,99,93,5,2,96,89,9,2,95,88,11,1,95,,1046,297,28,01/01/2024,12/31/2024
15C0001053,CRESCENT CITY SURGERY CENTER LLC,220 E. VIRGINIA ST.,EVANSVILLE,IN,47711,,(812) 435-1600,98,2,0,99,93,6,1,96,92,7,1,97,93,6,1,97,3,743,344,46,01/01/2024,12/31/2024
15C0001062,NORTHSIDE GASTROENTEROLOGY ENDOSCOPY CENTER,8424 NAAB RD SUITE 3G,INDIANAPOLIS,IN,46260,,(317) 871-7308,96,4,0,98,94,5,1,96,83,14,3,93,80,17,3,92,3,467,172,37,01/01/2024,12/31/2024
15C0001067,ASC SURGICAL VENTURES LLC DBA OSMC OUTPATIENT SURGERY CENTER,2310 CALIFORNIA RD SUITE B,ELKHART,IN,46514,,(574) 970-4454,98,2,0,99,95,4,1,97,94,5,1,97,91,7,2,96,3,1348,441,33,01/01/2024,12/31/2024
15C0001070,ADVANCED SURGERY CENTER LLC,"1400 TEAL RD, STE. 7",LAFAYETTE,IN,47905,,(765) 474-0272,95,5,0,97,88,11,1,93,84,11,5,94,84,14,2,94,"3,6",303,69,23,01/01/2024,12/31/2024
15C0001071,MICHIANA ENDOSCOPY CENTER,53830 GENERATIONS DR.,SOUTH BEND,IN,46635,,(574) 271-0893,96,3,1,98,89,8,3,93,87,10,3,94,87,9,4,94,3,591,197,33,01/01/2024,12/31/2024
15C0001078,EYECARE CONSULTANTS SURGERY CENTER LLC,101 NW 1ST ST SUITE 104,EVANSVILLE,IN,47708,,(812) 435-2372,98,2,0,99,93,6,1,96,89,9,2,94,81,17,2,93,3,339,110,32,01/01/2024,12/31/2024
15C0001097,PANKRATZ EYE INSTITUTE LLC,3135 MIDDLE RD.,COLUMBUS,IN,47203,,(812) 373-7777,98,2,0,99,92,8,0,96,90,8,2,95,90,7,3,95,3,296,116,39,01/01/2024,12/31/2024
15C0001108,UNITY SURGICAL CENTER LLC,1411 S CREASY LN SUITE 200,LAFAYETTE,IN,47905,,(765) 446-5000,98,2,0,99,95,5,0,98,94,6,0,97,90,10,0,97,"3,10",87,29,33,01/01/2024,12/31/2024
15C0001120,FRANCISCAN SURGERY CENTER LLC,5255 EAST STOP 11 RD SUITE 100,INDIANAPOLIS,IN,46237,,(317) 528-5900,98,2,0,99,93,6,1,96,92,7,1,97,91,9,0,97,3,981,214,22,01/01/2024,12/31/2024
15C0001146,THE SURGERY CENTER INDIANAPOLIS LLC,12188 A NORTH MERIDIAN ST SUITE 150,CARMEL,IN,46032,,(317) 569-8250,97,3,0,99,92,7,1,96,91,8,1,95,86,13,1,95,3,969,188,19,01/01/2024,12/31/2024
15C0001147,FOUNDATION SURGERY AFFILIATE OF FORT WAYNE LLC DBA PARKVIEW SOUTHWEST SURGERY CENTER,8004 CARNEGIE BLVD,FORT WAYNE,IN,46804,,(260) 434-3600,99,1,0,99,95,4,1,97,95,5,0,97,95,5,0,98,,3060,540,18,01/01/2024,12/31/2024
15C0001153,CHESTERTON SURGERY CENTER LLC DBA NORTHWEST HEALTH LAKESHORE SURGICARE,3111 VILLAGE POINT,CHESTERTON,IN,46304,,(219) 921-0792,98,2,0,99,94,5,1,97,88,11,1,95,84,16,0,95,"3,6",307,75,24,01/01/2024,12/31/2024
15C0001160,HANCOCK REGIONAL SURGERY CENTER LLC,"1 MEMORIAL SQUARE, STE. 1000",GREENFIELD,IN,46140,,(317) 325-2530,98,2,0,99,94,5,1,96,88,11,1,96,91,9,0,97,3,491,103,21,01/01/2024,12/31/2024
15C0001165,ST FRANCIS MOORESVILLE SURGERY CENTER LLC,1215 HADLEY ROAD SUITE 100,MOORESVILLE,IN,46158,,(317) 835-5800,98,2,0,99,95,5,0,97,92,6,2,96,94,5,1,98,3,432,127,29,01/01/2024,12/31/2024
15C0001168,ST FRANCIS MOORESVILLE SURGERY CENTER LLC,1215 HADLEY RD. STE. 100,MOORESVILLE,IN,46158,,(317) 834-9900,96,4,0,98,94,6,0,97,91,4,5,94,89,7,4,95,"3,6",384,96,25,01/01/2024,12/31/2024
15C0001169,BLOOMINGTON ASC LLC DBA INDIANA SPECIALTY SURGERY CENTER,1380 WEST ARCH HAVEN AVE,BLOOMINGTON,IN,47408,,(812) 330-1164,99,1,0,99,91,6,3,94,92,8,0,96,91,8,1,96,,588,216,37,01/01/2024,12/31/2024
15C0001174,METRO SPECIALTY SURGERY CENTER LLC,"200 MISSOURI AVE, STE. A",JEFFERSONVILLE,IN,47130,,(812) 920-0055,97,3,0,99,91,8,1,95,86,14,0,95,80,19,1,93,,660,187,28,01/01/2024,12/31/2024
15C0001180,RIVERVIEW SURGERY CENTER LLC,1276 NORTH PLAZA DR,ROCKPORT,IN,47635,,(812) 649-2500,98,2,0,99,94,6,0,97,98,2,0,97,95,5,0,98,"3,10",91,37,41,01/01/2024,12/31/2024
15C0001181,COLUMBUS SPECIALTY SURGERY CENTER LLC,2425 NORTHPARK DR. STE 20,COLUMBUS,IN,47203,,(813) 657-7800,95,4,1,97,91,7,2,95,83,12,5,92,80,18,2,92,,1327,377,28,01/01/2024,12/31/2024
15C0001182,CARMEL SPECIALTY SURGERY CENTER,11590 NORTH MERIDIAN ST SUITE 130,CARMEL,IN,46032,,(317) 660-0260,97,2,1,98,93,5,2,95,91,7,2,96,88,10,2,95,,747,263,35,01/01/2024,12/31/2024
15C0001184,MUNSTER SPECIALTY SURGERY CENTER,9200 CALUMET AVE SUITE S100,MUNSTER,IN,46321,,(219) 595-0789,98,2,0,99,92,7,1,95,90,10,0,96,85,14,1,94,,751,227,30,01/01/2024,12/31/2024
15C0001186,MIDWEST SPECIALTY SURGERY CENTER LLC,6920 GATWICK DR STE 100,INDIANAPOLIS,IN,46241,,(317) 821-0000,99,1,0,99,95,4,1,97,96,4,0,98,96,4,0,98,,470,225,48,01/01/2024,12/31/2024
15C0001188,NORTHWEST REGIONAL SURGERY CENTER LLC,"8900 BROADWAY, SUITE 100W",MERRILLVILLE,IN,46410,,(219) 576-6260,98,2,0,99,93,6,1,96,93,5,2,96,87,11,2,95,,798,247,31,01/01/2024,12/31/2024
15C0001190,ADVANCED REGIONAL SURGERY CENTER LLC,"360 MISSOURI AVE, 19A, SUITE 102",JEFFERSONVILLE,IN,47130,,(817) 722-1480,95,4,1,97,91,7,2,95,82,15,3,93,76,21,3,91,,990,200,20,01/01/2024,12/31/2024
15C0001194,THE CENTER FOR MINIMALLY INVASIVE SURGERY,9200 CALUMET AVE SUITE S200,MUNSTER,IN,46321,,(219) 961-9621,99,1,0,100,95,4,1,97,95,4,1,97,93,7,0,98,3,700,218,31,01/01/2024,12/31/2024
15C0001197,SURGERY CENTER OF EYE SPECIALISTS OF INDIANA PC,1950 W 86TH ST,INDIANAPOLIS,IN,46260,,(317) 925-2200,98,2,0,99,90,7,3,94,91,7,2,96,91,7,2,96,3,569,220,39,01/01/2024,12/31/2024
15C0001202,GREAT LAKES SURGICAL SUITES LLC DBA GREAT LAKES SURGICAL SUITES,9200 CALUMET AVE SUITE N500,MUNSTER,IN,46321,,(219) 513-9955,98,2,0,99,92,5,3,95,89,8,3,95,86,12,2,94,,584,196,34,01/01/2024,12/31/2024
15C0001208,JESC LLC DBA JASPER ENDOSCOPY SURGERY CENTER,647 WEST 2ND STREET SUITE A,JASPER,IN,47546,,(812) 266-2904,98,2,0,99,92,6,2,95,88,12,0,95,85,13,2,93,"3,6",197,51,26,01/01/2024,12/31/2024
15C0001212,SOUTH SUBURBAN SURGICAL SUITES,9200 CALUMET AVENUE SUITE E-100,MUNSTER,IN,46321,,(000) 000-0000,98,2,0,99,90,8,2,94,86,12,2,95,86,11,3,94,,871,215,25,01/01/2024,12/31/2024
15C0001214,FRANCISCAN LAKESHORE ASC LLC,12800 MISSISSIPPI PARKWAY PARVILION C,CROWN POINT,IN,46307,,(000) 000-0000,98,2,0,99,91,7,2,95,92,8,0,95,90,8,2,96,3,887,182,21,01/01/2024,12/31/2024
15C0001218,LANDMARK SURGICAL SUITES LLC,2990 GOTTBRATH PARKWAY,JEFFERSONVILLE,IN,47130,,(502) 553-4999,98,2,0,99,94,5,1,97,92,6,2,96,92,6,2,96,,621,291,47,01/01/2024,12/31/2024
15C0002002,GOSHEN HEALTH SURGERY CENTER LLC,1605 WINSTED DR,GOSHEN,IN,46526,,(574) 364-4733,99,1,0,99,96,4,0,98,92,8,0,97,90,9,1,96,3,453,156,34,01/01/2024,12/31/2024
15C0002003,FRANCISCAN ORTHOPEDIC SURGERY CENTER LLC,10777 NORTH ILLINOIS STREET SUITES H3000-H4000,CARMEL,IN,46032,,(317) 528-5910,96,3,1,97,93,4,3,95,90,10,0,96,97,0,3,98,"3,10",174,33,19,01/01/2024,12/31/2024
15C0002012,ASC SURGICAL VENTURES LLC DBA THE SURGERY CENTER OF GRANGER,3028 BEACON PARKWAY,GRANGER,IN,46530,,(574) 213-8200,98,2,0,99,94,5,1,97,92,7,1,97,91,8,1,96,3,1512,483,32,01/01/2024,12/31/2024
15C0002014,GRANGER SURGERY CENTER LLC,51050 BITTERSWEET ROAD SUITE A,GRANGER,IN,46530,,(718) 208-0446,96,3,1,98,94,5,1,96,93,4,3,95,89,8,3,94,"3,6",347,91,26,01/01/2024,12/31/2024
16C0001001,SPRING PARK SURGERY CENTER LLC,3319 SPRING ST. STE. 202A,DAVENPORT,IA,52807,,(563) 355-6236,96,4,0,98,94,5,1,96,81,17,2,93,84,15,1,94,"3,6",257,91,35,01/01/2024,12/31/2024
16C0001010,TRI STATE SURGERY CENTER LLC,1500 ASSOCIATES DR,DUBUQUE,IA,52002,,(563) 584-4504,99,1,0,99,96,4,0,98,87,11,2,96,89,8,3,94,"3,6",145,73,50,01/01/2024,12/31/2024
16C0001014,LAKEVIEW SURGERY CENTER,1750 60TH ST,WEST DES MOINES,IA,50266,,(515) 273-5240,99,1,0,100,94,4,2,96,96,4,0,97,95,5,0,98,"3,10",79,27,34,01/01/2024,12/31/2024
16C0001027,CROW VALLEY SURGERY CENTER,"2300- 53RD AVE, STE.",BETTENDORF,IA,52722,,(563) 449-8988,97,2,1,98,91,8,1,95,89,7,4,94,87,11,2,95,,579,216,37,01/01/2024,12/31/2024
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,98,2,0,99,93,6,1,96,91,7,2,95,87,10,3,94,,1405,506,36,01/01/2024,12/31/2024
17C0001022,SURGERY CENTER OF KANSAS,7550 WEST VILLAGE CIR SUITE 2,WICHITA,KS,67205,,(316) 838-8388,97,3,0,99,94,5,1,97,89,9,2,95,88,11,1,95,3,574,157,27,01/01/2024,12/31/2024
17C0001031,SURGERY CENTER OF SOUTH CENTRAL KANSAS,1708 E. 23RD AVE,HUTCHINSON,KS,67502,,(620) 664-5252,99,1,0,99,92,7,1,96,91,9,0,96,89,9,2,95,"3,6",163,67,41,01/01/2024,12/31/2024
17C0001035,WESTGLEN ENDOSCOPY CENTER,16663 MIDLAND DR SUITE 200,SHAWNEE,KS,66217,,(913) 248-8800,98,2,0,99,93,6,1,96,89,8,3,95,87,11,2,95,3,488,122,25,01/01/2024,12/31/2024
17C0001042,KU MEDWEST AMBULATORY SURGERY CENTER LLC,7405 RENNER RD.,SHAWNEE,KS,66217,,(913) 588-8411,98,2,0,99,96,4,0,98,93,7,0,97,93,7,0,97,"3,10",139,39,28,01/01/2024,12/31/2024
17C0001052,ENDOSCOPIC IMAGING CENTER,10200 WEST 105TH ST SUITE 100,OVERLAND PARK,KS,66212,,(913) 492-0800,98,2,0,99,95,4,1,97,90,9,1,95,85,12,3,93,3,731,171,23,01/01/2024,12/31/2024
17C0001054,SHAWNEE MISSION SURGERY CENTER LLC,"9301 W. 74TH ST., STE. 300",SHAWNEE MISSION,KS,66204,,(913) 632-9330,98,2,0,99,93,6,1,96,91,7,2,96,86,12,2,94,,3053,755,25,01/01/2024,12/31/2024
17C0001057,TALLGRASS SURGICAL CENTER LLC,"6001 SW 6TH AVE, STE. 100",TOPEKA,KS,66615,,(785) 228-4711,97,3,0,98,95,4,1,97,92,6,2,96,91,7,2,95,"3,6",322,99,31,01/01/2024,12/31/2024
17C0001082,SHAWNEE MISSION PRAIRIE STAR SURGERY CENTER LLC,"23401 PRAIRIE STAR PARKWAY, STE. B200",LENEXA,KS,66227,,(913) 676-8556,99,1,0,99,95,4,1,97,93,6,1,97,90,9,1,96,,2782,545,20,01/01/2024,12/31/2024
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,98,2,0,99,88,10,2,93,88,10,2,95,86,13,1,95,,748,243,33,01/01/2024,12/31/2024
17C0001085,SALINA SURGICAL ARTS CENTER LLC,200 SOUTH 5TH ST SUITE B,SALINA,KS,67401,,(785) 827-2238,99,1,0,100,97,3,0,98,99,1,0,99,94,6,0,98,"3,6",364,79,22,01/01/2024,12/31/2024
17C0001093,OVERLAND PARK SURGICAL SUITES,6650 WEST 110TH ST SUITE 300,OVERLAND PARK,KS,66211,,(913) 469-6777,98,2,0,99,91,7,2,95,86,13,1,94,77,21,2,91,"3,6",245,81,33,01/01/2024,12/31/2024
17C0001098,ASCENTIST ASC MERRIAM LLC,6815 EAST FRONTAGE RD,MERRIAM,KS,66204,,(913) 348-6725,97,3,0,99,94,5,1,96,94,2,4,95,87,11,2,94,"3,10",184,37,20,01/01/2024,12/31/2024
17C0001103,SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,7651 WEST 159TH STREET,OVERLAND PARK,KS,66223,,(913) 323-9060,97,3,0,99,90,6,4,93,91,7,2,96,92,7,1,97,,844,240,29,01/01/2024,12/31/2024
18C0001018,THE EYE SURGERY CENTER OF PADUCAH,100 MEDICAL CENTER DR,PADUCAH,KY,42003,,(270) 442-1024,99,1,0,99,94,5,1,97,93,6,1,97,93,5,2,96,3,647,252,39,01/01/2024,12/31/2024
18C0001024,HEAD AND NECK SURGERY ASSOCIATES PSC DBA CENTER FOR SURGICAL CARE,7575 US 42,FLORENCE,KY,41042,,(859) 283-6050,96,2,2,97,91,7,2,94,87,10,3,94,83,14,3,93,3,736,131,18,01/01/2024,12/31/2024
18C0001029,LOUISVILLE ENDOSCOPY CENTER,1400 POPLAR LEVEL RD,LOUISVILLE,KY,40217,,(502) 636-2003,98,2,0,99,95,3,2,97,92,6,2,97,92,6,2,96,3,451,149,33,01/01/2024,12/31/2024
18C0001030,BLUEGRASS SURGERY AND LASER CENTER,9202 LEESGATE RD,LOUISVILLE,KY,40222,,(502) 637-4800,95,4,1,97,90,8,2,94,85,11,4,93,82,14,4,92,3,1059,280,26,01/01/2024,12/31/2024
18C0001056,HERITAGE DEVELOPMENT PARTNERS LLC DBA ORTHOPAEDIC SURGERY CENTER,3025 DIXIE HIGHWAY,EDGEWOOD,KY,41017,,(859) 578-7222,99,1,0,100,93,6,1,96,94,5,1,96,90,7,3,95,"3,6",289,74,26,01/01/2024,12/31/2024
19C0001009,DOCTOR'S OUTPATIENT SURGERY CENTER,1101 SOUTH COLLEGE RD SUITE 100,LAFAYETTE,LA,70503,,(337) 233-8603,99,1,0,99,98,0,2,98,91,9,0,97,94,6,0,98,"3,10",148,30,20,01/01/2024,12/31/2024
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,95,5,0,98,88,9,3,92,84,11,5,93,87,13,0,96,"3,6",327,72,22,01/01/2024,12/31/2024
19C0001038,BATON ROUGE LA ENDOSCOPY ASC LLC,9103 JEFFERSON HWY.,BATON ROUGE,LA,70809,,(225) 927-1190,96,4,0,98,91,7,2,94,87,10,3,95,85,13,2,94,3,670,153,23,01/01/2024,12/31/2024
19C0001048,NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,2820 NAPOLEEON AVE # S-700,NEW ORLEANS,LA,70115,,(504) 349-6401,98,2,0,99,91,6,3,94,92,8,0,96,89,10,1,96,3,562,100,18,01/01/2024,12/31/2024
19C0001049,ACADIANA SURGERY CENTER INC,"2309 E. MAIN ST, SUITE 102",NEW IBERIA,LA,70560,,(337) 364-3301,98,2,0,99,92,6,2,95,93,4,3,96,90,10,0,96,"3,10",181,45,25,01/01/2024,12/31/2024
19C0001051,NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,1111 MEDICAL CENTER BLVD # S-460,MARRERO,LA,70072,,(504) 349-6401,98,2,0,99,91,7,2,95,86,11,3,94,85,12,3,93,3,719,127,18,01/01/2024,12/31/2024
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,96,3,1,98,90,8,2,94,87,8,5,94,87,11,2,94,,816,240,30,01/01/2024,12/31/2024
19C0001058,LASER AND SURGERY CENTER OF ACADIANA,514 SAINT LANDRY ST,LAFAYETTE,LA,70506,,(337) 235-7791,97,3,0,98,90,8,2,94,92,6,2,95,90,8,2,96,"3,6",304,64,21,01/01/2024,12/31/2024
